SHIP, NATION, SURVEY, FREQUENCY, TR, DATE, TIME, LOGSTART, LOGSTOP, LONGITUDE, LATITUDE, DEPTH, CAP, TOTAL
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:20:57, 2569.40, 2569.50, -35.14018, 64.91687, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:21:31, 2569.50, 2569.60, -35.13783, 64.91555, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:22:07, 2569.60, 2569.70, -35.13543, 64.91415, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:22:42, 2569.70, 2569.80, -35.13321, 64.91277, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:23:18, 2569.80, 2569.90, -35.13092, 64.91141, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:23:51, 2569.90, 2570.00, -35.12870, 64.91013, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:24:26, 2570.00, 2570.10, -35.12625, 64.90879, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:25:01, 2570.10, 2570.20, -35.12376, 64.90742, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:25:36, 2570.20, 2570.30, -35.12135, 64.90613, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:26:11, 2570.30, 2570.40, -35.11893, 64.90484, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:26:47, 2570.40, 2570.50, -35.11660, 64.90353, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:27:22, 2570.50, 2570.60, -35.11425, 64.90219, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:27:58, 2570.60, 2570.70, -35.11183, 64.90081, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:28:33, 2570.70, 2570.80, -35.10944, 64.89953, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:29:09, 2570.80, 2570.90, -35.10704, 64.89823, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:29:44, 2570.90, 2571.00, -35.10473, 64.89693, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:30:20, 2571.00, 2571.10, -35.10237, 64.89559, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:30:57, 2571.10, 2571.20, -35.09979, 64.89429, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:31:33, 2571.20, 2571.30, -35.09749, 64.89297, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:32:08, 2571.30, 2571.40, -35.09497, 64.89164, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:32:42, 2571.40, 2571.50, -35.09253, 64.89038, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:33:17, 2571.50, 2571.60, -35.09022, 64.88903, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:33:52, 2571.60, 2571.70, -35.08787, 64.88769, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:34:26, 2571.70, 2571.80, -35.08553, 64.88638, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:35:02, 2571.80, 2571.90, -35.08305, 64.88503, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:35:37, 2571.90, 2572.00, -35.08068, 64.88367, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:36:10, 2572.00, 2572.10, -35.07848, 64.88242, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:36:47, 2572.10, 2572.20, -35.07597, 64.88105, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:37:21, 2572.20, 2572.30, -35.07353, 64.87981, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:37:57, 2572.30, 2572.40, -35.07110, 64.87847, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:38:32, 2572.40, 2572.50, -35.06867, 64.87719, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:39:07, 2572.50, 2572.60, -35.06639, 64.87589, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:39:42, 2572.60, 2572.70, -35.06391, 64.87452, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:40:16, 2572.70, 2572.80, -35.06171, 64.87319, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:40:51, 2572.80, 2572.90, -35.05938, 64.87184, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:41:25, 2572.90, 2573.00, -35.05724, 64.87049, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:42:01, 2573.00, 2573.10, -35.05497, 64.86908, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:42:35, 2573.10, 2573.20, -35.05287, 64.86770, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:43:09, 2573.20, 2573.30, -35.05067, 64.86631, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:43:44, 2573.30, 2573.40, -35.04841, 64.86485, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:44:17, 2573.40, 2573.50, -35.04627, 64.86355, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:44:52, 2573.50, 2573.60, -35.04401, 64.86217, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:45:27, 2573.60, 2573.70, -35.04180, 64.86078, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:46:02, 2573.70, 2573.80, -35.03960, 64.85944, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:46:38, 2573.80, 2573.90, -35.03726, 64.85808, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:47:12, 2573.90, 2574.00, -35.03510, 64.85674, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:47:46, 2574.00, 2574.10, -35.03296, 64.85533, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:48:21, 2574.10, 2574.20, -35.03071, 64.85394, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:48:55, 2574.20, 2574.30, -35.02852, 64.85257, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:49:29, 2574.30, 2574.40, -35.02628, 64.85119, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:50:04, 2574.40, 2574.50, -35.02412, 64.84978, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:50:38, 2574.50, 2574.60, -35.02200, 64.84841, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:51:12, 2574.60, 2574.70, -35.01989, 64.84704, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:51:46, 2574.70, 2574.80, -35.01778, 64.84566, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:52:21, 2574.80, 2574.90, -35.01553, 64.84421, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:52:55, 2574.90, 2575.00, -35.01332, 64.84289, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:53:30, 2575.00, 2575.10, -35.01102, 64.84156, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:54:06, 2575.10, 2575.20, -35.00873, 64.84021, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:54:41, 2575.20, 2575.30, -35.00648, 64.83882, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:55:16, 2575.30, 2575.40, -35.00434, 64.83739, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:55:50, 2575.40, 2575.50, -35.00233, 64.83597, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:56:25, 2575.50, 2575.60, -35.00016, 64.83459, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:57:00, 2575.60, 2575.70, -34.99797, 64.83317, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:57:35, 2575.70, 2575.80, -34.99606, 64.83174, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:58:10, 2575.80, 2575.90, -34.99398, 64.83035, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:58:44, 2575.90, 2576.00, -34.99194, 64.82899, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:59:19, 2576.00, 2576.10, -34.98971, 64.82758, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 04:59:54, 2576.10, 2576.20, -34.98760, 64.82616, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:00:29, 2576.20, 2576.30, -34.98551, 64.82473, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:01:04, 2576.30, 2576.40, -34.98347, 64.82335, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:01:39, 2576.40, 2576.50, -34.98134, 64.82196, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:02:13, 2576.50, 2576.60, -34.97924, 64.82059, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:02:48, 2576.60, 2576.70, -34.97703, 64.81912, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:03:22, 2576.70, 2576.80, -34.97508, 64.81771, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:03:57, 2576.80, 2576.90, -34.97307, 64.81628, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:04:31, 2576.90, 2577.00, -34.97102, 64.81492, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:05:07, 2577.00, 2577.10, -34.96886, 64.81352, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:05:41, 2577.10, 2577.20, -34.96676, 64.81214, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:06:16, 2577.20, 2577.30, -34.96456, 64.81071, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:06:50, 2577.30, 2577.40, -34.96244, 64.80932, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:07:24, 2577.40, 2577.50, -34.96028, 64.80794, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:07:57, 2577.50, 2577.60, -34.95816, 64.80656, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:08:32, 2577.60, 2577.70, -34.95601, 64.80514, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:09:08, 2577.70, 2577.80, -34.95383, 64.80378, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:09:44, 2577.80, 2577.90, -34.95155, 64.80236, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:10:19, 2577.90, 2578.00, -34.94953, 64.80099, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:10:55, 2578.00, 2578.10, -34.94748, 64.79958, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:11:32, 2578.10, 2578.20, -34.94526, 64.79819, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:12:06, 2578.20, 2578.30, -34.94328, 64.79681, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:12:42, 2578.30, 2578.40, -34.94107, 64.79535, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:13:17, 2578.40, 2578.50, -34.93887, 64.79398, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:13:51, 2578.50, 2578.60, -34.93673, 64.79264, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:14:27, 2578.60, 2578.70, -34.93437, 64.79124, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:15:01, 2578.70, 2578.80, -34.93224, 64.78987, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:15:36, 2578.80, 2578.90, -34.92986, 64.78850, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:16:10, 2578.90, 2579.00, -34.92765, 64.78717, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:16:45, 2579.00, 2579.10, -34.92530, 64.78584, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:17:22, 2579.10, 2579.20, -34.92284, 64.78450, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:17:57, 2579.20, 2579.30, -34.92062, 64.78314, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:18:32, 2579.30, 2579.40, -34.91822, 64.78185, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:19:07, 2579.40, 2579.50, -34.91595, 64.78054, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:19:42, 2579.50, 2579.60, -34.91365, 64.77915, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:20:18, 2579.60, 2579.70, -34.91127, 64.77781, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:20:53, 2579.70, 2579.80, -34.90884, 64.77653, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:21:30, 2579.80, 2579.90, -34.90651, 64.77518, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:22:06, 2579.90, 2580.00, -34.90412, 64.77384, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:22:42, 2580.00, 2580.10, -34.90165, 64.77262, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:23:21, 2580.10, 2580.20, -34.89917, 64.77129, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:23:57, 2580.20, 2580.30, -34.89690, 64.76992, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:24:33, 2580.30, 2580.40, -34.89445, 64.76865, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:25:08, 2580.40, 2580.50, -34.89217, 64.76733, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:25:45, 2580.50, 2580.60, -34.88983, 64.76600, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:26:21, 2580.60, 2580.70, -34.88739, 64.76464, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:26:56, 2580.70, 2580.80, -34.88501, 64.76335, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:27:33, 2580.80, 2580.90, -34.88264, 64.76197, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:28:08, 2580.90, 2581.00, -34.88034, 64.76067, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:28:44, 2581.00, 2581.10, -34.87780, 64.75935, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:29:20, 2581.10, 2581.20, -34.87531, 64.75806, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:29:56, 2581.20, 2581.30, -34.87289, 64.75672, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:30:31, 2581.30, 2581.40, -34.87056, 64.75546, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:31:07, 2581.40, 2581.50, -34.86813, 64.75412, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:31:41, 2581.50, 2581.60, -34.86583, 64.75279, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:32:18, 2581.60, 2581.70, -34.86346, 64.75146, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:32:54, 2581.70, 2581.80, -34.86110, 64.75011, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:33:29, 2581.80, 2581.90, -34.85872, 64.74882, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:34:04, 2581.90, 2582.00, -34.85658, 64.74749, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:34:39, 2582.00, 2582.10, -34.85468, 64.74598, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:35:15, 2582.10, 2582.20, -34.85265, 64.74457, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:35:50, 2582.20, 2582.30, -34.85069, 64.74318, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:36:26, 2582.30, 2582.40, -34.84848, 64.74169, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:37:00, 2582.40, 2582.50, -34.84640, 64.74034, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:37:35, 2582.50, 2582.60, -34.84430, 64.73898, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:38:10, 2582.60, 2582.70, -34.84219, 64.73754, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:38:46, 2582.70, 2582.80, -34.84013, 64.73613, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:39:22, 2582.80, 2582.90, -34.83802, 64.73474, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:39:56, 2582.90, 2583.00, -34.83600, 64.73338, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:40:32, 2583.00, 2583.10, -34.83386, 64.73197, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:41:07, 2583.10, 2583.20, -34.83174, 64.73058, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:41:41, 2583.20, 2583.30, -34.82961, 64.72919, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:42:17, 2583.30, 2583.40, -34.82743, 64.72776, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:42:52, 2583.40, 2583.50, -34.82544, 64.72636, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:43:25, 2583.50, 2583.60, -34.82332, 64.72501, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:44:00, 2583.60, 2583.70, -34.82128, 64.72363, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:44:35, 2583.70, 2583.80, -34.81907, 64.72221, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:45:09, 2583.80, 2583.90, -34.81710, 64.72076, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:45:44, 2583.90, 2584.00, -34.81503, 64.71938, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:46:20, 2584.00, 2584.10, -34.81306, 64.71797, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:46:55, 2584.10, 2584.20, -34.81110, 64.71653, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:47:30, 2584.20, 2584.30, -34.80893, 64.71512, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:48:05, 2584.30, 2584.40, -34.80686, 64.71374, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:48:41, 2584.40, 2584.50, -34.80468, 64.71234, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:49:16, 2584.50, 2584.60, -34.80268, 64.71094, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:49:52, 2584.60, 2584.70, -34.80076, 64.70951, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:50:27, 2584.70, 2584.80, -34.79860, 64.70812, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:51:01, 2584.80, 2584.90, -34.79648, 64.70672, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:51:36, 2584.90, 2585.00, -34.79448, 64.70522, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:52:11, 2585.00, 2585.10, -34.79258, 64.70381, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:52:46, 2585.10, 2585.20, -34.79046, 64.70235, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:53:21, 2585.20, 2585.30, -34.78835, 64.70094, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:53:56, 2585.30, 2585.40, -34.78637, 64.69955, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:54:33, 2585.40, 2585.50, -34.78430, 64.69804, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:55:07, 2585.50, 2585.60, -34.78230, 64.69675, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:55:41, 2585.60, 2585.70, -34.78028, 64.69530, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:56:16, 2585.70, 2585.80, -34.77834, 64.69386, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:56:52, 2585.80, 2585.90, -34.77631, 64.69242, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:57:26, 2585.90, 2586.00, -34.77442, 64.69095, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:58:01, 2586.00, 2586.10, -34.77232, 64.68956, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:58:36, 2586.10, 2586.20, -34.77031, 64.68819, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:59:10, 2586.20, 2586.30, -34.76825, 64.68675, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 05:59:45, 2586.30, 2586.40, -34.76632, 64.68530, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:00:20, 2586.40, 2586.50, -34.76435, 64.68393, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:00:56, 2586.50, 2586.60, -34.76214, 64.68249, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:01:32, 2586.60, 2586.70, -34.76013, 64.68109, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:02:06, 2586.70, 2586.80, -34.75820, 64.67965, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:02:41, 2586.80, 2586.90, -34.75619, 64.67825, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:03:17, 2586.90, 2587.00, -34.75423, 64.67678, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:03:53, 2587.00, 2587.10, -34.75219, 64.67532, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:04:27, 2587.10, 2587.20, -34.75028, 64.67400, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:05:00, 2587.20, 2587.30, -34.74830, 64.67262, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:05:37, 2587.30, 2587.40, -34.74623, 64.67113, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:06:12, 2587.40, 2587.50, -34.74404, 64.66975, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:06:47, 2587.50, 2587.60, -34.74180, 64.66838, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:07:21, 2587.60, 2587.70, -34.73953, 64.66704, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:07:57, 2587.70, 2587.80, -34.73739, 64.66566, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:08:32, 2587.80, 2587.90, -34.73512, 64.66428, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:09:09, 2587.90, 2588.00, -34.73273, 64.66297, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:09:46, 2588.00, 2588.10, -34.73044, 64.66164, 0.0, 0.0, 0.0
Eros, Norway, 2020899, 38000, 2, 2020.09.12, 06:10:21, 2588.10, 2588.20, -34.72819, 64.66027, 0.0, 0.0, 0.0
